Time,wtime,gpufbmem,gpumempct,gpusmpct,ngpus,pss,rss,swap,vmem,rchar,read_bytes,wchar,write_bytes,rx_bytes,rx_packets,tx_bytes,tx_packets,stime,utime,nprocs,nthreads,label,anomaly_type,run_id
1773000034,34,0,0,0,0,262.4632,1168.4934,0,321.5858,6592,0,91,0,0,0,0,0,2,18,5,5,1,combined,combined_1.txt
1773000036,36,0,0,0,0,263.3229,1172.3205,0,321.5858,6592,0,104,0,0,0,0,0,2,18,5,4,1,combined,combined_1.txt
1773000038,38,0,0,0,0,270.2383,1203.1083,0,321.5858,6592,0,108,0,0,0,0,0,2,19,5,4,1,combined,combined_1.txt
1773000040,40,0,0,0,0,262.1069,1166.9067,0,321.5858,6592,0,93,0,0,0,0,0,2,20,5,3,1,combined,combined_1.txt
1773000042,42,0,0,0,0,264.8734,1179.2235,0,321.5858,6592,0,84,0,0,0,0,0,2,22,5,4,1,combined,combined_1.txt
1773000044,44,0,0,0,0,259.9639,1157.366,0,321.5858,6592,0,92,0,0,0,0,0,2,22,5,3,1,combined,combined_1.txt
1773000046,46,0,0,0,0,265.2654,1180.9685,0,321.5858,6592,0,82,0,0,0,0,0,2,23,5,4,1,combined,combined_1.txt
1773000048,48,0,0,0,0,261.076,1162.3175,0,321.5858,6592,0,82,0,0,0,0,0,2,24,5,2,1,combined,combined_1.txt
1773000050,50,0,0,0,0,262.7464,1169.7541,0,321.5858,6592,0,115,0,0,0,0,0,3,25,5,2,1,combined,combined_1.txt
1773000052,52,0,0,0,0,270.1682,1202.796,0,321.5858,6592,0,100,0,0,0,0,0,3,26,5,2,1,combined,combined_1.txt
1773000054,54,0,0,0,0,263.7522,1174.2318,0,321.5858,6592,0,118,0,0,0,0,0,3,27,5,4,1,combined,combined_1.txt
1773000056,56,0,0,0,0,260.5103,1159.7989,0,321.5858,6592,0,102,0,0,0,0,0,3,28,5,5,1,combined,combined_1.txt
1773000058,58,0,0,0,0,259.681,1156.1069,0,321.5858,6592,0,116,0,0,0,0,0,3,29,5,5,1,combined,combined_1.txt
1773000060,60,0,0,0,0,270.0678,1202.3489,0,321.5858,6592,0,95,0,0,0,0,0,3,30,5,4,1,combined,combined_1.txt
1773000062,62,0,0,0,0,260.5099,1159.797,0,321.5858,6592,0,112,0,0,0,0,0,3,31,5,4,1,combined,combined_1.txt
1773000064,64,0,0,0,0,270.0545,1202.2899,0,321.5858,6592,0,94,0,0,0,0,0,3,32,5,5,1,combined,combined_1.txt
1773000066,66,0,0,0,0,267.5778,1191.2634,0,321.5858,6592,0,95,0,0,0,0,0,3,32,5,5,1,combined,combined_1.txt
1773000068,68,0,0,0,0,267.037,1188.856,0,321.5858,6592,0,111,0,0,0,0,0,3,33,5,2,1,combined,combined_1.txt
1773000070,70,0,0,0,0,265.5509,1182.2398,0,321.5858,6592,0,117,0,0,0,0,0,4,34,5,5,1,combined,combined_1.txt
1773000072,72,0,0,0,0,262.196,1167.3037,0,321.5858,6592,0,119,0,0,0,0,0,4,35,5,5,1,combined,combined_1.txt
1773000074,74,0,0,0,0,262.6535,1169.3406,0,321.5858,6592,0,88,0,0,0,0,0,4,36,5,3,1,combined,combined_1.txt
1773000076,76,0,0,0,0,265.2463,1180.8835,0,321.5858,6592,0,111,0,0,0,0,0,4,37,5,4,1,combined,combined_1.txt
1773000078,78,0,0,0,0,264.7713,1178.769,0,321.5858,6592,0,113,0,0,0,0,0,4,38,5,5,1,combined,combined_1.txt
1773000080,80,0,0,0,0,265.0294,1179.9178,0,321.5858,6592,0,96,0,0,0,0,0,4,39,5,3,1,combined,combined_1.txt
1773000082,82,0,0,0,0,259.9797,1157.4366,0,321.5858,6592,0,111,0,0,0,0,0,4,40,5,3,1,combined,combined_1.txt
1773000084,84,0,0,0,0,267.526,1191.0329,0,321.5858,6592,0,100,0,0,0,0,0,4,41,5,5,1,combined,combined_1.txt
1773000086,86,0,0,0,0,267.8089,1192.2924,0,321.5858,6592,0,112,0,0,0,0,0,4,41,5,5,1,combined,combined_1.txt
1773000088,88,0,0,0,0,263.857,1174.6985,0,321.5858,6592,0,103,0,0,0,0,0,5,42,5,4,1,combined,combined_1.txt
1773000090,90,0,0,0,0,268.6253,1195.9269,0,321.5858,6592,0,94,0,0,0,0,0,5,43,5,4,1,combined,combined_1.txt
1773000092,92,0,0,0,0,266.3967,1186.0054,0,321.5858,6592,0,95,0,0,0,0,0,5,45,5,4,1,combined,combined_1.txt
1773000094,94,0,0,0,0,266.388,1185.9664,0,321.5858,6592,0,114,0,0,0,0,0,5,46,5,3,1,combined,combined_1.txt
1773000096,96,0,0,0,0,267.4151,1190.5393,0,321.5858,6592,0,107,0,0,0,0,0,5,47,5,5,1,combined,combined_1.txt
1773000098,98,0,0,0,0,269.2186,1198.5683,0,321.5858,6592,0,80,0,0,0,0,0,5,48,5,5,1,combined,combined_1.txt
1773000100,100,0,0,0,0,264.9689,1179.6485,0,321.5858,6592,0,115,0,0,0,3836957,0,5,49,5,4,1,combined,combined_1.txt
1773000102,102,0,0,0,0,222.4356,990.289,0,321.5858,6592,0,97,0,0,0,3667609,0,6,50,5,5,1,combined,combined_1.txt
1773000104,104,0,0,0,0,179.9022,800.9296,0,321.5858,6592,0,93,0,0,0,2577608,0,6,51,5,4,1,combined,combined_1.txt
1773000106,106,0,0,0,0,137.3689,611.5701,0,321.5858,6592,0,100,0,0,0,2148151,0,6,52,5,4,1,combined,combined_1.txt
1773000108,108,0,0,0,0,94.8356,422.2107,0,321.5858,6592,0,115,0,0,0,2852155,0,6,53,5,3,1,combined,combined_1.txt
1773000110,110,0,0,0,0,52.3023,232.8512,0,321.5858,6592,0,92,0,0,0,3693416,0,6,54,5,4,1,combined,combined_1.txt
1773000112,112,0,0,0,0,9.769,43.4918,0,321.5858,6592,0,92,0,0,0,3579284,0,6,55,5,5,1,combined,combined_1.txt
1773000000,0,0,0,0,0,0.5,1.8361,0,321.6709,6592,0,98,0,4373304,0,0,0,0,0,3,5,1,combined,combined_10.txt
1773000002,2,0,0,0,0,48.4295,177.8476,0,321.6709,6592,0,116,0,5552475,0,0,0,0,2,3,5,1,combined,combined_10.txt
1773000004,4,0,0,0,0,96.359,353.859,0,321.6709,6592,0,114,0,4115872,0,0,0,0,3,3,2,1,combined,combined_10.txt
1773000006,6,0,0,0,0,144.2885,529.8704,0,321.6709,6592,0,84,0,5070347,0,0,0,0,4,3,5,1,combined,combined_10.txt
1773000008,8,0,0,0,0,192.218,705.8818,0,321.6709,6592,0,92,0,4964211,0,0,0,0,5,3,4,1,combined,combined_10.txt
1773000010,10,0,0,0,0,240.1476,881.8932,0,321.6709,6592,0,98,0,5020297,0,0,0,0,6,3,2,1,combined,combined_10.txt
1773000012,12,0,0,0,0,288.0771,1057.9046,0,321.6709,6592,0,81,0,3586914,0,0,0,0,7,3,4,1,combined,combined_10.txt
1773000014,14,0,0,0,0,284.5572,1044.9785,0,321.6709,6592,0,93,0,0,0,0,0,0,8,3,3,1,combined,combined_10.txt
1773000016,16,0,0,0,0,287.8425,1057.0431,0,321.6709,6592,0,118,0,0,0,0,0,1,10,3,4,1,combined,combined_10.txt
1773000018,18,0,0,0,0,289.5141,1063.1818,0,321.6709,6592,0,95,0,0,0,0,0,1,11,3,3,1,combined,combined_10.txt
1773000020,20,0,0,0,0,285.6089,1048.8409,0,321.6709,6592,0,86,0,0,0,0,0,1,12,3,4,1,combined,combined_10.txt
1773000022,22,0,0,0,0,288.4085,1059.1218,0,321.6709,6592,0,106,0,0,0,0,0,1,14,3,4,1,combined,combined_10.txt
1773000024,24,0,0,0,0,283.5698,1041.3526,0,321.6709,6592,0,86,0,0,0,0,0,1,15,3,5,1,combined,combined_10.txt
1773000026,26,0,0,0,0,286.7679,1053.0968,0,321.6709,6592,0,97,0,0,0,0,0,2,17,3,4,1,combined,combined_10.txt
1773000028,28,0,0,0,0,288.7927,1060.5327,0,321.6709,6592,0,86,0,0,0,0,0,2,18,3,3,1,combined,combined_10.txt
1773000030,30,0,0,0,0,287.4866,1055.7362,0,321.6709,6592,0,99,0,0,0,0,0,2,18,3,3,1,combined,combined_10.txt
1773000032,32,0,0,0,0,289.1688,1061.9139,0,321.6709,6592,0,110,0,0,0,0,0,2,19,3,4,1,combined,combined_10.txt
1773000034,34,0,0,0,0,284.8493,1046.0511,0,321.6709,6592,0,106,0,1049347,0,0,0,2,20,3,5,1,combined,combined_10.txt
1773000036,36,0,0,0,0,284.0357,1043.0636,0,321.6709,6592,0,111,0,0,0,0,0,2,21,3,2,1,combined,combined_10.txt
1773000038,38,0,0,0,0,287.0789,1054.2389,0,321.6709,6592,0,110,0,0,0,0,0,2,22,3,3,1,combined,combined_10.txt
1773000040,40,0,0,0,0,283.8829,1042.5022,0,321.6709,6592,0,119,0,0,0,0,0,2,24,3,4,1,combined,combined_10.txt
1773000042,42,0,0,0,0,287.2756,1054.9614,0,321.6709,6592,0,107,0,0,0,0,0,3,25,3,5,1,combined,combined_10.txt
1773000044,44,0,0,0,0,284.9891,1046.5645,0,321.6709,6592,0,83,0,0,0,0,0,3,25,3,2,1,combined,combined_10.txt
1773000046,46,0,0,0,0,285.3256,1047.8003,0,321.6709,6592,0,109,0,0,0,0,0,3,26,3,4,1,combined,combined_10.txt
1773000048,48,0,0,0,0,284.2875,1043.9884,0,321.6709,6592,0,84,0,0,0,0,0,3,28,3,3,1,combined,combined_10.txt
1773000050,50,0,0,0,0,285.6219,1048.8885,0,321.6709,6592,0,96,0,0,0,0,0,3,29,3,2,1,combined,combined_10.txt
1773000052,52,0,0,0,0,285.393,1048.0479,0,321.6709,6592,0,85,0,0,0,0,0,3,29,3,2,1,combined,combined_10.txt
1773000054,54,0,0,0,0,285.8861,1049.8589,0,321.6709,6592,0,99,0,0,0,0,0,3,30,3,2,1,combined,combined_10.txt
1773000056,56,0,0,0,0,292.1121,1072.7225,0,321.6709,6592,0,89,0,0,0,0,0,3,31,3,2,1,combined,combined_10.txt
1773000058,58,0,0,0,0,287.5356,1055.9161,0,321.6709,6592,0,102,0,0,0,0,0,3,32,3,4,1,combined,combined_10.txt
1773000060,60,0,0,0,0,284.0463,1043.1025,0,321.6709,6592,0,94,0,0,0,0,0,3,33,3,5,1,combined,combined_10.txt
1773000062,62,0,0,0,0,290.9577,1068.4831,0,321.6709,6592,0,80,0,0,0,0,0,4,34,3,5,1,combined,combined_10.txt
1773000064,64,0,0,0,0,282.7072,1038.185,0,321.6709,6592,0,90,0,0,0,0,0,4,35,3,2,1,combined,combined_10.txt
1773000066,66,0,0,0,0,285.6102,1048.8454,0,321.6709,6592,0,115,0,0,0,0,0,4,36,3,3,1,combined,combined_10.txt
1773000068,68,0,0,0,0,284.6543,1045.3351,0,321.6709,6592,0,103,0,0,0,0,0,4,37,3,3,1,combined,combined_10.txt
1773000070,70,0,0,0,0,283.4447,1040.893,0,321.6709,6592,0,109,0,0,0,0,0,4,38,3,3,1,combined,combined_10.txt
1773000072,72,0,0,0,0,291.2571,1069.5826,0,321.6709,6592,0,95,0,0,0,0,0,4,39,3,2,1,combined,combined_10.txt
1773000074,74,0,0,0,0,288.7778,1060.4779,0,321.6709,6592,0,80,0,0,0,0,0,4,40,3,3,1,combined,combined_10.txt
1773000076,76,0,0,0,0,285.4028,1048.0838,0,321.6709,6592,0,103,0,0,0,0,0,4,41,3,4,1,combined,combined_10.txt
1773000078,78,0,0,0,0,293.7489,1078.7333,0,321.6709,6592,0,104,0,0,0,0,0,5,43,3,2,1,combined,combined_10.txt
1773000080,80,0,0,0,0,284.9296,1046.3463,0,321.6709,6592,0,80,0,0,0,0,0,5,44,3,3,1,combined,combined_10.txt
1773000082,82,0,0,0,0,288.7949,1060.5408,0,321.6709,6592,0,93,0,0,0,0,0,5,45,3,3,1,combined,combined_10.txt
1773000084,84,0,0,0,0,290.0112,1065.0075,0,321.6709,6592,0,96,0,0,0,0,0,5,46,3,3,1,combined,combined_10.txt
1773000086,86,0,0,0,0,285.1037,1046.9855,0,321.6709,6592,0,98,0,0,0,0,0,5,47,3,3,1,combined,combined_10.txt
1773000088,88,0,0,0,0,284.1588,1043.5154,0,321.6709,6592,0,86,0,0,0,0,0,5,48,3,5,1,combined,combined_10.txt
1773000090,90,0,0,0,0,291.4876,1070.4292,0,321.6709,6592,0,106,0,0,0,0,0,5,49,3,5,1,combined,combined_10.txt
1773000092,92,0,0,0,0,291.9922,1072.2823,0,321.6709,6592,0,112,0,0,0,0,0,5,49,3,2,1,combined,combined_10.txt
1773000094,94,0,0,0,0,283.2729,1040.2622,0,321.6709,6592,0,97,0,0,0,0,0,6,50,3,4,1,combined,combined_10.txt
1773000096,96,0,0,0,0,284.4935,1044.7447,0,321.6709,6592,0,87,0,0,0,0,0,6,51,3,4,1,combined,combined_10.txt
1773000098,98,0,0,0,0,292.3853,1073.7257,0,321.6709,6592,0,96,0,0,0,0,0,6,52,3,3,1,combined,combined_10.txt
1773000100,100,0,0,0,0,290.4879,1066.7577,0,321.6709,6592,0,83,0,0,0,0,0,6,53,3,3,1,combined,combined_10.txt
1773000102,102,0,0,0,0,287.8002,1056.8879,0,321.6709,6592,0,83,0,1415241,0,0,0,6,54,3,3,1,combined,combined_10.txt
1773000104,104,0,0,0,0,284.5939,1045.1134,0,321.6709,6592,0,86,0,0,0,0,0,6,55,3,5,1,combined,combined_10.txt
1773000106,106,0,0,0,0,285.7555,1049.379,0,321.6709,6592,0,90,0,0,0,0,0,6,56,3,5,1,combined,combined_10.txt
1773000108,108,0,0,0,0,288.0771,1057.9046,0,321.6709,6592,0,106,0,0,0,2862455,0,6,57,3,3,1,combined,combined_10.txt
1773000110,110,0,0,0,0,248.5244,912.6554,0,321.6709,6592,0,109,0,0,0,2213273,0,6,58,3,4,1,combined,combined_10.txt
1773000112,112,0,0,0,0,208.9717,767.4062,0,321.6709,6592,0,96,0,0,0,3380832,0,6,58,3,3,1,combined,combined_10.txt
1773000114,114,0,0,0,0,169.419,622.157,0,321.6709,6592,0,110,0,0,0,2512060,0,7,60,3,3,1,combined,combined_10.txt
1773000116,116,0,0,0,0,129.8663,476.9078,0,321.6709,6592,0,89,0,0,0,3224045,0,7,61,3,2,1,combined,combined_10.txt
1773000118,118,0,0,0,0,90.3137,331.6586,0,321.6709,6592,0,97,0,0,0,2346132,0,7,62,3,5,1,combined,combined_10.txt
1773000120,120,0,0,0,0,50.761,186.4094,0,321.6709,6592,0,103,0,0,0,2909268,0,7,64,3,5,1,combined,combined_10.txt
1773000122,122,0,0,0,0,11.2083,41.1602,0,321.6709,6592,0,117,0,0,0,3003782,0,7,65,3,5,1,combined,combined_10.txt
1773000000,0,0,0,0,0,0.5,1.966,0,338.8959,6592,0,91,0,4000049,0,0,0,0,0,5,4,1,combined,combined_11.txt
1773000002,2,0,0,0,0,42.9254,168.7816,0,338.8959,6592,0,81,0,3880592,0,0,0,0,1,5,4,1,combined,combined_11.txt
1773000004,4,0,0,0,0,85.3508,335.5972,0,338.8959,6592,0,81,0,6078844,0,0,0,0,2,5,3,1,combined,combined_11.txt
1773000006,6,0,0,0,0,127.7762,502.4128,0,338.8959,6592,0,91,0,5167653,0,0,0,0,2,5,2,1,combined,combined_11.txt
1773000008,8,0,0,0,0,170.2016,669.2285,0,338.8959,6592,0,106,0,3580744,0,0,0,0,3,5,3,1,combined,combined_11.txt
1773000010,10,0,0,0,0,212.627,836.0441,0,338.8959,6592,0,105,0,3504861,0,0,0,0,4,5,2,1,combined,combined_11.txt
1773000012,12,0,0,0,0,255.0524,1002.8597,0,338.8959,6592,0,102,0,3579901,0,0,0,0,5,5,3,1,combined,combined_11.txt
1773000014,14,0,0,0,0,258.2456,1015.4154,0,338.8959,6592,0,97,0,0,0,0,0,0,6,5,4,1,combined,combined_11.txt
1773000016,16,0,0,0,0,258.5221,1016.5025,0,338.8959,6592,0,107,0,0,0,0,0,0,7,5,3,1,combined,combined_11.txt
1773000018,18,0,0,0,0,256.5258,1008.6529,0,338.8959,6592,0,84,0,0,0,0,0,0,8,5,3,1,combined,combined_11.txt
1773000020,20,0,0,0,0,252.6901,993.571,0,338.8959,6592,0,119,0,0,0,0,0,1,9,5,4,1,combined,combined_11.txt
1773000022,22,0,0,0,0,256.7696,1009.6117,0,338.8959,6592,0,87,0,0,0,0,0,1,10,5,5,1,combined,combined_11.txt
1773000024,24,0,0,0,0,259.0507,1018.5807,0,338.8959,6592,0,108,0,0,0,0,0,1,11,5,4,1,combined,combined_11.txt
1773000026,26,0,0,0,0,251.2329,987.8414,0,338.8959,6592,0,82,0,0,0,0,0,1,13,5,4,1,combined,combined_11.txt
1773000028,28,0,0,0,0,251.3097,988.1435,0,338.8959,6592,0,117,0,0,0,0,0,1,14,5,2,1,combined,combined_11.txt
1773000030,30,0,0,0,0,255.7085,1005.4394,0,338.8959,6592,0,84,0,0,0,0,0,1,15,5,3,1,combined,combined_11.txt
1773000032,32,0,0,0,0,255.0451,1002.8309,0,338.8959,6592,0,112,0,0,0,0,0,1,15,5,2,1,combined,combined_11.txt
1773000034,34,0,0,0,0,256.7858,1009.6753,0,338.8959,6592,0,92,0,0,0,0,0,1,16,5,2,1,combined,combined_11.txt
1773000036,36,0,0,0,0,252.5394,992.9785,0,338.8959,6592,0,95,0,0,0,0,0,1,16,5,4,1,combined,combined_11.txt
1773000038,38,0,0,0,0,257.0675,1010.7829,0,338.8959,6592,0,117,0,0,0,0,0,2,17,5,2,1,combined,combined_11.txt
1773000040,40,0,0,0,0,258.8889,1017.9446,0,338.8959,6592,0,113,0,0,0,0,0,2,18,5,2,1,combined,combined_11.txt
1773000042,42,0,0,0,0,255.8843,1006.1307,0,338.8959,6592,0,107,0,720122,0,0,0,2,18,5,4,1,combined,combined_11.txt
1773000044,44,0,0,0,0,252.8493,994.197,0,338.8959,6592,0,86,0,0,0,0,0,2,19,5,3,1,combined,combined_11.txt
1773000046,46,0,0,0,0,257.4346,1012.2264,0,338.8959,6592,0,97,0,0,0,0,0,2,21,5,4,1,combined,combined_11.txt
1773000048,48,0,0,0,0,257.0662,1010.7777,0,338.8959,6592,0,94,0,0,0,0,0,2,22,5,3,1,combined,combined_11.txt
1773000050,50,0,0,0,0,255.6153,1005.073,0,338.8959,6592,0,119,0,0,0,0,0,2,23,5,5,1,combined,combined_11.txt
1773000052,52,0,0,0,0,250.5408,985.1202,0,338.8959,6592,0,94,0,0,0,0,0,2,23,5,3,1,combined,combined_11.txt
1773000054,54,0,0,0,0,254.5754,1000.9843,0,338.8959,6592,0,92,0,0,0,0,0,2,24,5,4,1,combined,combined_11.txt
1773000056,56,0,0,0,0,251.3137,988.1593,0,338.8959,6592,0,108,0,0,0,0,0,2,24,5,3,1,combined,combined_11.txt
1773000058,58,0,0,0,0,252.7657,993.8685,0,338.8959,6592,0,115,0,0,0,0,0,3,26,5,5,1,combined,combined_11.txt
1773000060,60,0,0,0,0,251.9057,990.4869,0,338.8959,6592,0,80,0,0,0,0,0,3,27,5,4,1,combined,combined_11.txt
1773000062,62,0,0,0,0,250.6426,985.5206,0,338.8959,6592,0,117,0,0,0,0,0,3,28,5,4,1,combined,combined_11.txt
1773000064,64,0,0,0,0,259.5721,1020.6308,0,338.8959,6592,0,115,0,0,0,0,0,3,29,5,5,1,combined,combined_11.txt
1773000066,66,0,0,0,0,252.2879,991.9898,0,338.8959,6592,0,82,0,0,0,0,0,3,30,5,4,1,combined,combined_11.txt
1773000068,68,0,0,0,0,259.6798,1021.0543,0,338.8959,6592,0,113,0,0,0,0,0,3,31,5,5,1,combined,combined_11.txt
1773000070,70,0,0,0,0,259.3515,1019.7635,0,338.8959,6592,0,91,0,1187558,0,0,0,3,32,5,2,1,combined,combined_11.txt
1773000072,72,0,0,0,0,250.1088,983.4216,0,338.8959,6592,0,91,0,0,0,0,0,3,33,5,5,1,combined,combined_11.txt
1773000074,74,0,0,0,0,259.4032,1019.967,0,338.8959,6592,0,90,0,0,0,0,0,3,33,5,4,1,combined,combined_11.txt
1773000076,76,0,0,0,0,251.3788,988.4152,0,338.8959,6592,0,107,0,1065189,0,0,0,4,35,5,2,1,combined,combined_11.txt
1773000078,78,0,0,0,0,252.8379,994.1524,0,338.8959,6592,0,93,0,0,0,0,0,4,35,5,3,1,combined,combined_11.txt
1773000080,80,0,0,0,0,250.8137,986.193,0,338.8959,6592,0,109,0,0,0,0,0,4,37,5,5,1,combined,combined_11.txt
1773000082,82,0,0,0,0,258.6533,1017.0182,0,338.8959,6592,0,118,0,0,0,0,0,4,37,5,5,1,combined,combined_11.txt
1773000084,84,0,0,0,0,249.9556,982.819,0,338.8959,6592,0,84,0,0,0,0,0,4,39,5,5,1,combined,combined_11.txt
1773000086,86,0,0,0,0,250.0726,983.2791,0,338.8959,6592,0,109,0,0,0,0,0,4,40,5,5,1,combined,combined_11.txt
1773000088,88,0,0,0,0,257.8653,1013.9197,0,338.8959,6592,0,119,0,0,0,0,0,4,41,5,4,1,combined,combined_11.txt
1773000090,90,0,0,0,0,255.2565,1003.6621,0,338.8959,6592,0,107,0,0,0,0,0,5,42,5,5,1,combined,combined_11.txt
1773000092,92,0,0,0,0,250.737,985.8917,0,338.8959,6592,0,109,0,0,0,0,0,5,43,5,2,1,combined,combined_11.txt
1773000094,94,0,0,0,0,259.6431,1020.9102,0,338.8959,6592,0,115,0,622916,0,0,0,5,44,5,5,1,combined,combined_11.txt
1773000096,96,0,0,0,0,254.1549,999.3305,0,338.8959,6592,0,101,0,0,0,0,0,5,45,5,2,1,combined,combined_11.txt
1773000098,98,0,0,0,0,256.7488,1009.5296,0,338.8959,6592,0,94,0,0,0,0,0,5,45,5,4,1,combined,combined_11.txt
1773000100,100,0,0,0,0,255.3243,1003.9286,0,338.8959,6592,0,113,0,999293,0,0,0,5,46,5,2,1,combined,combined_11.txt
1773000102,102,0,0,0,0,255.5708,1004.898,0,338.8959,6592,0,95,0,0,0,0,0,5,47,5,4,1,combined,combined_11.txt
1773000104,104,0,0,0,0,256.61,1008.9841,0,338.8959,6592,0,100,0,0,0,0,0,5,49,5,3,1,combined,combined_11.txt
1773000106,106,0,0,0,0,253.4491,996.5556,0,338.8959,6592,0,92,0,0,0,0,0,6,50,5,3,1,combined,combined_11.txt
1773000108,108,0,0,0,0,255.0524,1002.8597,0,338.8959,6592,0,117,0,0,0,3470566,0,6,51,5,4,1,combined,combined_11.txt
1773000110,110,0,0,0,0,220.5128,867.0509,0,338.8959,6592,0,94,0,0,0,3049585,0,6,52,5,3,1,combined,combined_11.txt
1773000112,112,0,0,0,0,185.9733,731.2422,0,338.8959,6592,0,100,0,0,0,3129644,0,6,52,5,3,1,combined,combined_11.txt
1773000114,114,0,0,0,0,151.4337,595.4334,0,338.8959,6592,0,110,0,0,0,3645486,0,6,53,5,5,1,combined,combined_11.txt
1773000116,116,0,0,0,0,116.8941,459.6246,0,338.8959,6592,0,91,0,0,0,2390020,0,6,54,5,2,1,combined,combined_11.txt
1773000118,118,0,0,0,0,82.3545,323.8158,0,338.8959,6592,0,109,0,0,0,2667386,0,6,55,5,2,1,combined,combined_11.txt
1773000120,120,0,0,0,0,47.8149,188.0071,0,338.8959,6592,0,95,0,0,0,3874979,0,6,56,5,3,1,combined,combined_11.txt
1773000122,122,0,0,0,0,13.2753,52.1983,0,338.8959,6592,0,107,0,0,0,3043601,0,6,57,5,5,1,combined,combined_11.txt
1773000000,0,0,0,0,0,0.5,2.1344,0,338.9365,6592,0,93,0,3631374,0,0,0,0,1,3,3,1,combined,combined_12.txt
1773000002,2,0,0,0,0,47.4087,202.3751,0,338.9365,6592,0,83,0,4956941,0,0,0,0,2,3,5,1,combined,combined_12.txt
1773000004,4,0,0,0,0,94.3174,402.6159,0,338.9365,6592,0,101,0,4684111,0,0,0,0,3,3,4,1,combined,combined_12.txt
1773000006,6,0,0,0,0,141.2261,602.8566,0,338.9365,6592,0,106,0,5861592,0,0,0,0,4,3,4,1,combined,combined_12.txt
1773000008,8,0,0,0,0,188.1347,803.0974,0,338.9365,6592,0,100,0,6364760,0,0,0,0,6,3,5,1,combined,combined_12.txt
1773000010,10,0,0,0,0,235.0434,1003.3381,0,338.9365,6592,0,99,0,4411978,0,0,0,0,6,3,4,1,combined,combined_12.txt
1773000012,12,0,0,0,0,281.9521,1203.5789,0,338.9365,6592,0,95,0,4266066,0,0,0,0,7,3,5,1,combined,combined_12.txt
1773000014,14,0,0,0,0,286.7411,1224.0219,0,338.9365,6592,0,90,0,0,0,0,0,0,8,3,4,1,combined,combined_12.txt
1773000016,16,0,0,0,0,282.4692,1205.786,0,338.9365,6592,0,100,0,0,0,0,0,1,9,3,3,1,combined,combined_12.txt
1773000018,18,0,0,0,0,278.7587,1189.9471,0,338.9365,6592,0,106,0,0,0,0,0,1,10,3,5,1,combined,combined_12.txt
1773000020,20,0,0,0,0,284.4225,1214.1245,0,338.9365,6592,0,90,0,0,0,0,0,1,11,3,3,1,combined,combined_12.txt
1773000022,22,0,0,0,0,282.1106,1204.2555,0,338.9365,6592,0,87,0,0,0,0,0,1,13,3,4,1,combined,combined_12.txt
